Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
nevadajudiciary.us,,,,State,,Nevada,The Nevada Judiciary -- Note added 1/24/14 13:06,http://www.nevadajudiciary.us/,1/24/14 13:05
nevis.govoffice.com,,,,Local,,Minnesota,"City of Nevis, MN -- Note added 4/26/15 5:56",http://www.nevis.govoffice.com/,6/6/13 18:09
new-boston.nh.us,,,,Local,,New Hampshire,"New Boston, NH -- Note added 9/2/15 18:39",http://www.newbostonnh.gov/Pages/index,6/6/13 18:08
new-hampton.nh.us,,,,Local,,New Hampshire,"new hampton, nh -- Note added 9/2/15 18:40",http://new-hampton.nh.us/,6/6/13 18:08
new-shoreham.com,,,,Local,,Rhode Island,"Town of New Shoreham, RI -- Note added 6/7/13 18:51",http://new-shoreham.com/,6/7/13 18:51
newalbanyohio.org,,,,Local,,Ohio,"Village of New Albany, OH -- Note added 8/26/13 18:14",http://www.newalbanyohio.org/,8/26/13 18:14
newberlin.org,,,,Local,,Wisconsin,"City of New Berlin, WI -- Note added 8/6/14 5:29",http://newberlin.org/,6/6/13 18:08
newbern-nc.org,,,,Local,,North Carolina,"Newbern, NC -- Note added 9/15/15 17:34",http://www.newbern-nc.org/,6/6/13 18:08
newberrycounty.net,,,,County,,South Carolina,"newberry county, sc -- Note added 8/28/15 14:52",http://www.newberrycounty.net/,6/6/13 18:08
newboldtown.com,,,,Local,,Wisconsin,"Town of Newbold, WI -- Note added 8/6/14 5:29",http://newboldtown.com/,6/6/13 18:08
newbremen.com,,,,Local,,Ohio,"Village of New Bremen, OH -- Note added 3/25/14 13:46",http://www.newbremen.com/,6/6/13 18:08
newbritaintownship.org,,,,Local,,Pennsylvania,"New Britain Township, PA -- Note added 10/1/14 13:24",http://newbritaintownship.org/,6/6/13 18:08
newbrunswick.com,,,,Local,,New Jersey,"New Brunswick, NJ -- Note added 9/16/15 15:49",http://www.newbrunswick.com/,6/6/13 18:08
newbuffalotownship.org,,,,Local,,Michigan,"new buffalo township, mi -- Note added 9/3/15 15:48",http://newbuffalotownship.org/,6/6/13 18:08
newburgh.org,,,,Local,,Indiana,"newburgh, In -- Note added 8/27/15 14:46",http://www.newburgh-in.gov/,6/6/13 18:08
newburynh.org,,,,Local,,New Hampshire,"newbury, nh -- Note added 9/2/15 18:41",http://newburynh.org/Public_Documents/index,6/6/13 18:08
newcanaan.info,,,,Local,,Connecticut,"Town of New Canaan, CT -- Note added 12/16/14 7:06",http://newcanaan.info/,6/6/13 18:08
newcastlecolorado.org,,,,Local,,Colorado,"Town of New Castle, CO -- Note added 7/14/14 6:53",http://www.newcastlecolorado.org/,6/6/13 18:08
newcastlemaine.us,,,,Local,,Maine,"newcastle, maine -- Note added 8/27/15 19:41",http://newcastlemaine.us/,6/6/13 18:08
newcastlepa.org,,,,Local,,Pennsylvania,"New Castle, PA -- Note added 10/1/14 13:25",http://newcastlepa.org/,6/6/13 18:08
newcastlewyoming.org,,,,Local,,Wyoming,"City of Newcastle, WY -- Note added 6/7/13 15:57",http://newcastlewyoming.org/,6/7/13 15:57
newcombny.com,,,,Local,,New York,"Town of Newcomb, NY -- Note added 7/2/15 10:24",http://newcombny.com/,6/6/13 18:08
newdoseytownship.com,,,,Local,,Minnesota,"New Dosey Township, MN -- Note added 4/26/15 5:57",http://newdoseytownship.com/,6/6/13 18:08
newdurhamnh.us,,,,Local,,New Hampshire,"New Durham, NH -- Note added 9/2/15 18:41",http://newdurhamnh.us/Pages/index,6/6/13 18:08
newfanevt.com,,,,Local,,Vermont,"Town of Newfane, VT -- Note added 8/14/14 5:35",http://newfanevt.com/,6/6/13 18:08
newfranklin.missouri.org,,,,Local,,Missouri,"City of New Franklin, MO -- Note added 3/20/14 16:48",http://newfranklin.missouri.org/,6/6/13 18:08
newfreedomboro.org,,,,Local,,Pennsylvania,"New Freedom Borough, PA -- Note added 10/1/14 13:26",http://www.newfreedomboro.org/,6/6/13 18:08
newgarden.org,,,,Local,,Pennsylvania,"New Garden Township, PA -- Note added 10/1/14 13:27",http://newgarden.org/,6/6/13 18:08
newglarusvillage.com,,,,Local,,Wisconsin,"Village of New Glarus, WI -- Note added 8/6/14 5:30",http://newglarusvillage.com/,6/6/13 18:08
newgloucester.com,,,,Local,,Maine," new gloucester, me -- Note added 8/27/15 19:41",http://www.newgloucester.com/,6/6/13 18:08
newhanover-pa.org,,,,Local,,Pennsylvania,"New Hanover Township, PA -- Note added 10/1/14 13:28",http://newhanover-pa.org/,6/6/13 18:08
newhartfordtown.com,,,,Local,,New York,"Town of New Hartford, NY -- Note added 7/2/15 10:24",http://newhartfordtown.com/,6/6/13 18:08
newhavenin.org,,,,Local,,Indiana,"new haven, In -- Note added 8/27/15 14:46",http://newhavenin.org/,6/6/13 18:08
newhire-reporting.com,Administration for Children and Families,,Redirect,Federal,,,"Root redirects to landing page with instructions to reach state-specific data at newhire-reporting.com/XX-newhire, where XX is the state abbreviation. MI and perhaps others redirect to XX-newhire.com, but several others just 404d. -DPM 11/17/22. In 1996, Congress enacted a law called the 'Personal Responsibility and Work Opportunity Reconciliation Act,' or PRWORA, as part of Welfare Reform. This legislation created the requirement for employers in all 50 states to report their new hires and re-hires to a state directory. New hire reporting speeds up the child support income withholding order process, expedites collection of child support from parents who change jobs frequently, and quickly locates non-custodial parents to help in establishing paternity and child support orders. -- Note added 11/12/15 12:46",http://newhire-reporting.com/nc-newhire/Index.aspx,6/6/13 18:08
newington.nh.us,,,,Local,,New Hampshire,"newington, nh -- Note added 9/2/15 18:42",http://www.newington.nh.us/,6/6/13 18:08
newkensingtononline.com,,,,Local,,Pennsylvania,"City of New Kensington, PA -- Note added 11/20/13 12:56",http://newkensingtononline.com/home/,6/6/13 18:08
newlebanonoh.com,,,,Local,,Ohio,"Village of New Lebanon, OH -- Note added 3/25/14 13:47",http://newlebanonoh.com/,6/6/13 18:08
newleipzig.com,,,,Local,,North Dakota,"City of New Leipzig, ND -- Note added 7/21/14 6:28",http://newleipzig.com/,6/6/13 18:08
newlenox.net,,,,Local,,Illinois,"Village of New Lenox, IL -- Note added 7/3/14 15:19",http://newlenox.net/,6/6/13 18:08
newlenox.org,,,,Local,,Illinois,"New Lenox Township, IL -- Note added 7/3/14 15:20",http://newlenox.org/,6/6/13 18:08
newlexington.org,,,,Local,,Ohio,"Village of New Lexington, OH -- Note added 3/25/14 13:48",http://newlexington.org/,6/6/13 18:08
newlisbon.net,,,,Local,,Wisconsin,"City of New Lisbon, WI -- Note added 4/2/14 12:45",http://newlisbon.net/,6/6/13 18:08
newlondonohio.com,,,,Local,,Ohio,"Village of New London, OH -- Note added 3/25/14 13:49",http://www.newlondonohio.com/,6/6/13 18:08
newlondontownship.com,,,,Local,,Minnesota,"New London Township, MN -- Note added 4/26/15 5:58",http://www.newlondontownship.com/,6/6/13 18:08
newlondontwp.net,,,,Local,,Pennsylvania,"New London Township, PA -- Note added 10/1/14 13:33",http://newlondontwp.net/,6/6/13 18:08
newlondonwi.org,,,,Local,,Wisconsin,"City of New London, WI -- Note added 8/6/14 5:31",http://newlondonwi.org/,6/6/13 18:08
newmarkettownship.com,,,,Local,,Minnesota,"New Market Township, MN -- Note added 4/26/15 5:59",http://www.newmarkettownship.com/,6/6/13 18:08
newmarketvirginia.com,,,,Local,,Virginia,"Town of New Market, VA -- Note added 6/20/14 13:44",http://www.newmarketvirginia.com/,6/6/13 18:08
newmeadowsidaho.us,,,,Local,,Idaho,"City of New Meadows, ID -- Note added 7/8/13 19:20",http://www.newmeadowsidaho.us/,6/6/13 18:08
newmexico.org,,,,State,,New Mexico,Travel and Tourism Site for New Mexico -- Note added 6/6/13 19:42,http://www.newmexico.org/,6/6/13 19:11
newmexicocfc.org,Combined Federal Campaign,,,Federal,,New Mexico,Desert Southwest Combined Federal Campaign -- Note added 7/16/14 5:30,http://www.desertswcfc.org/_root/,6/6/13 18:08
newmilford.org,,,,Local,,Connecticut,"Town of New Milford, CT -- Note added 12/16/14 7:07",http://newmilford.org/,6/6/13 18:08
newmilfordboro.com,,,,Local,,New Jersey,"Borough of New Milford, nj -- Note added 9/16/15 15:50",http://www.newmilfordboro.com/default.asp?sec_id=180013952,6/6/13 18:08
newpa.com,,,,State,,Pennsylvania,Pennsylvania Department of Community & Economic Development -- Note added 6/6/13 18:08,http://www.newpa.com/,6/6/13 18:08
newpaltz.org,,,,Local,,New York,"Town of New Paltz, NY -- Note added 7/2/15 10:27",http://newpaltz.org/,6/6/13 18:08
newphilaoh.com,,,,Local,,Ohio,"City of New Philadelphia, OH -- Note added 3/25/14 13:51",http://newphilaoh.com/,6/6/13 18:08
newport-wa.org,,,,Local,,Washington,"City of Newport, WA -- Note added 11/18/14 10:34",http://newport-wa.org/,6/6/13 18:08
newportarcity.org,,,,Local,,Arkansas,"City of Newport, AR -- Note added 7/17/13 18:54",http://newportarcity.org/,6/6/13 18:08
newportmaine.net,,,,Local,,Maine,"newport, maine -- Note added 8/27/15 19:42",http://www.newportmaine.net/site/,6/6/13 18:08
newportnh.net,,,,Local,,New Hampshire,"Town of Newport, NH  -- Note added 9/2/15 19:00",http://newportnh.net/,6/6/13 18:08
newportvermont.org,,,,Local,,Vermont,"City of Newport, VT -- Note added 8/14/14 5:36",http://newportvermont.org/,6/6/13 18:08
newprov.org,,,,Local,,New Jersey,"New Providence, New Jersey -- Note added 9/16/15 15:50",http://newprov.org/,6/6/13 18:08
newroads.net,,,,Local,,Louisiana,"City of New Roads, La -- Note added 8/24/15 15:01",http://newroads.net/,6/6/13 18:08
newrochelleny.com,,,,Local,,New York,"City of New Rochelle, NY -- Note added 7/2/15 10:28",http://newrochelleny.com/,6/6/13 18:08
newsalem-nd.com,,,,Local,,North Dakota,"City of New Salem, ND -- Note added 7/21/14 6:27",http://newsalem-nd.com/,6/6/13 18:08
newtoncountyin.com,,,,County,,Indiana,"new county, In -- Note added 8/27/15 14:46",http://www.newtoncounty.in.gov/,6/6/13 18:08
newtongov.org,,,,Local,,Iowa,"Newton, IA -- Note added 8/25/15 20:49",http://newtongov.org/,6/6/13 18:08
newtonkansas.com,,,,Local,,Kansas,"City of Newton, KS -- Note added 7/10/14 6:26",http://www.newtonkansas.com/,6/6/13 18:08
newtontownhall.com,,,,Local,,New Jersey,"town of newton, nj -- Note added 9/16/15 15:51",http://newtontownhall.com/,6/6/13 18:08
newtriertownship.com,,,,Local,,Illinois,"New Trier Township, IL -- Note added 7/3/14 15:20",http://www.newtriertownship.com/default.aspx,6/6/13 18:08
newunderwood.com,,,,Local,,South Dakota,"City of New Underwood, SD -- Note added 7/17/14 5:47",http://www.newunderwood.com/,6/6/13 18:08
newvillageofislandia.com,,,,Local,,New York,"Village of Islandia, NY -- Note added 7/2/15 10:29",http://newvillageofislandia.com/,6/6/13 18:08
newwindsormd.org,,,,Local,,Maryland,"Town of New Windsor, MD -- Note added 12/6/13 15:04",http://www.newwindsormd.org/,6/6/13 18:08
newyorkfed.org,Federal Reserve Board,,,Federal,,New York,Federal Reserve Bank of New York -- Note added 1/10/14 19:17,http://newyorkfed.org/,1/10/14 19:17
newyorkmills.govoffice2.com,,,,Local,,Minnesota,"City of New York Mills, MN -- Note added 4/26/15 6:01",http://www.newyorkmills.govoffice2.com/,6/6/13 18:09
nfdl.org,,,,Local,,Wisconsin,"Village of North Fond du Lac, WI -- Note added 8/6/14 5:33",http://nfdl.org/,6/6/13 18:08
nfs.unl.edu,,,,State,,Nebraska,Nebraska Forest Service -- Note added 12/6/13 19:55,http://nfs.unl.edu/,12/6/13 19:54
nfwf.org,,,,Quasigovernmental,,,"National Fish and Wildlife Foundation Founded by Congress in 1984, receives congressional appropriations -- Note added 7/12/16 17:02",http://www.nfwf.org/,7/12/16 17:02
ngycp.org,,,,Quasigovernmental,,,"National Guard Youth ChalleNGe Program. The mission of the program is to intervene in and reclaim the lives of 16-18 year old high school dropouts, producing program graduates with the values, life skills, education, and self-discipline necessary to succeed as productive citizens. -- Note added 11/20/13 12:49",#N/A,6/6/13 18:08
ngyf.org,,,,Quasigovernmental,,,National Guard Youth Foundation. The foundation supports the National Guard Youth ChalleNGe Program. -- Note added 11/20/13 12:51,#N/A,11/20/13 12:50
nhcgov.com,,,,County,,North Carolina,"New Hanover County, NC -- Note added 9/15/15 17:34",http://www.nhcgov.com/,6/6/13 18:08
nhchesterfield.com,,,,Local,,New Hampshire,"chesterfield, nh -- Note added 9/2/15 19:01",http://nhchesterfield.com/,6/6/13 18:08
nhhistory.org,,,,State,,New Hampshire,NH Historical Society -- Note added 9/2/15 19:01,http://nhhistory.org/,6/6/13 18:08
nhlgc.org,,,,State,,New Hampshire,NH Municipal Association -- Note added 9/2/15 19:02,https://www.nhmunicipal.org/,6/6/13 18:08
nhlottery.org,,,,State,,New Hampshire,New Hampshire Lottery Commission -- Note added 6/12/13 14:19,#N/A,6/6/13 18:08
nhstateparks.org,,,,State,,New Hampshire,NH State Parks -- Note added 9/2/15 19:03,http://www.nhstateparks.org/,6/6/13 18:08
niagaracounty.com,,,,County,,New York,"County of Niagra, NY -- Note added 7/2/15 10:31",http://niagaracounty.com/,6/6/13 18:08
niagarafallsusa.org,,,,Local,,New York,"City of Niagra Falls, NY -- Note added 7/2/15 10:32",http://niagarafallsusa.org/,6/6/13 18:08
nicholshills.net,,,,Local,,Oklahoma,"nichols hills, ok -- Note added 8/28/15 16:51",http://nicholshills.net/,6/6/13 18:08
nirpc.org,,,,Regional,,Indiana,NW indiana regional planning commission -- Note added 8/27/15 14:47,http://nirpc.org/,6/6/13 18:08
niskayuna.org,,,,Local,,New York,"Town of Niskayuna, NY -- Note added 7/2/15 10:33",http://niskayuna.org/Public_Documents/index,6/6/13 18:08
njac.org,,,,County,,New Jersey,NJ association of counties -- Note added 9/16/15 15:51,http://njac.org/,6/6/13 18:08
njeda.com,,,,State,,New Jersey,New Jersey Economic Development Authority -- Note added 9/16/15 15:52,http://njeda.com/,6/6/13 18:08
njfishandwildlife.com,,,,State,,New Jersey,"Division of Fish and Wildlife, NJ Department of Environmental Protection -- Note added 6/7/13 11:33",http://njfishandwildlife.com/,6/7/13 11:31
njstatelib.org,,,,State,,New Jersey,New Jersey State Library -- Note added 7/26/13 16:17,http://www.njstatelib.org/,6/6/13 18:08
njsurcharge.com,,,,State,,New Jersey,New Jersey Surcharge Violation System (NJSVS) -- Note added 9/16/15 15:53,https://www1.state.nj.us/TYTR_NJAISC_Web/index.jsp,6/6/13 18:08
njuifile.net,,,,State,,New Jersey,Department of Labor and Workforce Development   -- Note added 9/16/15 15:53,https://njsuccess.dol.state.nj.us/html/uimain.html,6/6/13 18:08
nl-nh.com,,,,Local,,New Hampshire,"New London, NH -- Note added 9/2/15 19:03",http://www.nl-nh.com/,6/6/13 18:08
nlauderdale.org,,,,Local,,Florida,"North Lauderdale, FL -- Note added 6/30/15 12:25",http://nlauderdale.org/,6/6/13 18:08
nmanchester.org,,,,Local,,Indiana,"north manchester, In -- Note added 8/27/15 14:48",http://nmanchester.org/,6/6/13 18:08
nmb.us,,,,Local,,South Carolina,"North Myrtle beach, Sc -- Note added 8/28/15 14:57",http://nmb.us/,6/6/13 18:08
nmiddleton.com,,,,Local,,Pennsylvania,"North Middleton Township, PA -- Note added 10/1/14 13:34",http://nmiddleton.com/,6/6/13 18:08
nmlottery.com,,,,State,,New Mexico,New Mexico Lottery -- Note added 6/12/13 14:20,http://www.nmlottery.com/,6/6/13 18:08
nmtracking.org,,,,State,,New Mexico,New Mexico Environmental Public Health Tracking -- Note added 10/24/14 12:11,https://nmtracking.org/,10/24/14 12:11
nmwic.org,,,,State,,New Mexico,"Special Supplemental Nutrition Program for New Mexico Women, Infants & Children -- Note added 1/10/14 19:17",http://nmwic.org/,1/10/14 19:17
nngov.com,,,,Local,,Virginia,"City of Newport News, VA -- Note added 6/20/14 13:46",http://nngov.com/,6/6/13 18:08
noattacks.scgcorp.com,,,,Quasigovernmental,,,"NoAttacks.org DISCLAIMER Due to technical difficulties with the URL www.noattacks.org, this website is temporarily hosted at http://noattacks.scgcorp.com/ This website is managed by The Scientific Consulting Group, Inc. under contract to the US Environmental Protection Agency (Contract No. EP-D-14-001).  The website was originally developed by the Advertising Council as part of the National Childhood Media Campaign under cooperative agreements with EPA (GX-82820301; XA-83326201). This website provides visitor-friendly content with prevention tips and resources to support personal asthma management practices. Use of this website is voluntary. It is not intended to replace medical care and recommendations are strictly suggestive and do not obligate a person to take a particular action.  Talk to your doctor if you have asthma or suspect that your child has asthma.  -- Note added 12/23/16 21:07",http://noattacks.scgcorp.com/,12/23/16 20:36
