Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added,,
findyouthinfo.org,,,,rejected term,"FindYouthInfo.gov is the U.S. government Web site that helps you create, maintain, and strengthen effective youth programs. Included are youth facts, funding information, and tools to help you assess community assets, generate maps of local and federal resources, search for evidence-based youth programs, and keep up-to-date on the latest, youth-related news. -- Note added 1/29/14 17:28",,1/29/14 17:28,,
finleynd.com,,Local Government,North Dakota,rejected term,"City of Finley, ND -- Note added 7/21/14 5:51",,6/6/13 18:08,,
fl-counties.com,,,,rejected term,Florida Association of Counties -- Note added 7/8/13 15:56,,6/6/13 18:08,,
flailc.org,,,,rejected term,"Florida Independent Living Council, Inc. -- Note added 12/6/13 16:47",,6/6/13 18:08,,
flausa.com,,,,,,,6/6/13 19:11,,
fldfs.com,,,,,,,6/6/13 18:08,,
fldisabilityinfo.com,,,,rejected term,Florida Governor's Commission on Disabilities -- Note added 7/7/15 18:23,,6/6/13 18:08,,
floodwood.govoffice.com,,,,,,,11/18/13 19:55,,
florencewisconsin.com,,,,,,,8/2/13 14:34,,
floridakidcare.org,,State Government,Florida,rejected term,"Florida KidCare, the state of Florida's program that offers health insurance for children from birth through age 18 -- Note added 12/6/13 13:54",,6/6/13 18:08,,
floridasterling.com,,State Government,Florida,rejected term,"The Florida Sterling Council was established in 1992 as a not-for-profit 501(c)3 corporation endorsed by the Executive Office of the Governor. It is comprised of public and private Board members who represent more than half a million jobs in the state of Florida. Our mission is &ldquo;Serving Florida as the epicenter of business quality through assessment, training, and recognition for performance Excellence and proven results.&rdquo; -- Note added 6/23/15 18:06",http://floridasterling.com/,6/6/13 18:08,,
flower-mound.com,,,Texas,,,,6/6/13 18:08,,
fnchs.org,,,,rejected term,Federation of North Carolina Historical Societies -- Note added 12/6/13 14:05,,6/6/13 18:08,,
folsom.ca.us,,,California,,,,6/6/13 18:08,,
fontana.org,,,California,,,,6/6/13 18:08,,
forestburgh.net,,,New York,,,,6/6/13 18:08,,
fortdeposit.info,,,,rejected term,"Fort Deposit, AL - 'Sanctioned' community web site. Includes local information, demographics, history, news, events, businesses, churches, schools, ... -- Note added 7/15/13 15:39",,6/6/13 18:08,,
fortmojave.com,,,,,,,8/2/13 14:35,,
fortpecktribes.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
fortworthgov.org,,Local Government,Texas,rejected term,"City of Fort Worth, TX -- Note added 11/19/13 13:01",,6/6/13 18:08,,
fortyukon.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
fostercity.org,,Local Government,California,,,,6/6/13 18:08,,
fountainvalley.org,,,California,,,,6/6/13 18:08,,
fowd.com,,,California,,,,6/6/13 18:08,,
fowlercity.org,,Local Government,California,,,,6/6/13 18:08,,
fpst.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
franklinvilleny.org,,Local Government,New York,,,,6/6/13 18:08,,
fraser.govoffice.com,,,,,,,3/21/14 19:14,,
frb.fed.us,,Federal Government,,,,,6/10/15 13:08,,
freeport.tx.us,,,Texas,,,,6/6/13 18:08,,
fremontnewyork.us,,,New York,,,,6/6/13 18:08,,
friendlyfortuna.com,,,California,,,,6/6/13 18:08,,
froidmt.com,,Local Government,Montana,rejected term,"Town of Froid, MT -- Note added 11/22/13 13:19",http://froidmt.com/,6/6/13 18:08,,
fruitsandveggiesnc.com,,,,rejected term,"Domain no longer resolves. Had been part of usagovNC and customerNCgov. nPer Wayback Machine, last resolved in July 2012: http://web.archive.org/web/20120715091152/http://www.fruitsandveggiesnc.com/ -- Note added 7/24/13 15:27",,6/6/13 18:08,,
fs.fed.us,,Federal Government,,,,,6/10/15 13:08,,
fsst.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
ftmcdowell.org,,,,Redirected,Redirects to http://fmyn.org/  -- Note added 12/6/13 15:32,,12/6/13 15:32,,
fulton.missouri.org,,Local Government,Missouri,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20100726204722/http://fulton.missouri.org/  -- Note added 12/6/13 12:56,,12/6/13 12:54,,
fultonville.org,,Local Government,New York,,,,6/6/13 18:08,,
ga-swib.wikispaces.com,,,Georgia,,,,6/6/13 18:08,,
gachiefs.com,,,,rejected term,Georgia Association of Chiefs of Police -- Note added 7/23/13 14:35,,6/6/13 18:08,,
gainesville.tx.us,,Local Government,Texas,,,,6/6/13 18:08,,
galenamd.com,,,,,,,11/10/15 16:59,,
gallatin-ny.org,,,New York,,,,6/6/13 18:08,,
gardencityidaho.govoffice.com,,Local Government,,,,,7/5/13 18:23,,
garzacounty.net,,County Government,Texas,,,,6/6/13 18:08,,
gcwda.com,,,Texas,,,,6/6/13 18:08,,
General Services Administration (GSA),,,,,,,8/10/17 20:18,,
genesishealth.com/qchi,,Local Government,,rejected term,Quad City Health Initiative -- Note added 7/2/14 18:23,,6/6/13 18:08,,
geneva.ny.us,,,,Redirected,Redirects to http://visitgenevany.com/  -- Note added 12/6/13 16:13,,12/6/13 16:13,,
geocities.com/townofschuyler,,Local Government,,,,,7/8/13 18:53,,
georgetown.org,,Local Government,Texas,,,,6/6/13 18:08,,
georgetowntc.com,,Native Sovereign Nation,,,,,6/6/13 18:08,,
gilariver.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
gillespiecounty.org,,County Government,Texas,,,,6/6/13 18:08,,
gladstone.mo.us,,,Missouri,,,,6/6/13 18:08,,
glasgowmo.com,,,Missouri,,,,6/6/13 18:08,,
glendalemo.org,,,Missouri,,,,6/6/13 18:08,,
gobierno.pr,,,Puerto Rico,Redirected,gobierno.pr pattern includes several Puerto Rican government agencies. www.gobierno.pr redirects to http://www2.pr.gov/Pages/default.aspx. -- Note added 7/23/14 15:50,,6/6/13 18:08,,
GoColumbiaMo.com,,,Missouri,,,,6/6/13 18:08,,
goddardkansas.us,,Local Government,Kansas,rejected term,"City of Goddard, KS -- Note added 11/18/13 20:09",,6/6/13 18:08,,
gomdot.com,,,,rejected term,Mississippi Department of Transportation -- Note added 7/22/13 18:05,,6/6/13 18:08,,
goodmanmo.net,,,Missouri,,,,6/6/13 18:08,,
gottobenccooking.com,,,,Redirected,Redirects to http://www.gottobenc.com/promotions/recipes-nutrition/cooking/GottoBeNCCooking  -- Note added 11/19/13 17:15,,6/6/13 18:08,,
gov.boynecity.com/government.phtml,,Local Government,,Deprecated,Redirects to http://www.cityofboynecity.com/government.phtml  -- Note added 12/4/13 19:16,,6/6/13 18:08,,
governorbarbour.com,,,,Deprecated,Former Mississippi Governor Haley Barbour (2004-2012) nSee historical snapshot at http://web.archive.org/web/20121102235208/http://www.governorbarbour.com/  -- Note added 12/6/13 13:02,,6/6/13 18:08,,
governordejongh.com,,State Government,Virgin Islands,rejected term,"Governor John P. deJongh, United States Virgin Islands -- Note added 8/18/14 14:02",,8/18/14 14:01,,
gptx.org,,,Texas,,,,6/6/13 18:08,,
granbury.org,,,Texas,,,,6/6/13 18:08,,
grandrapids.govoffice.com,,,,,,,3/24/14 14:17,,
grandview.org,,,Missouri,,,,6/6/13 18:08,,
granger.govoffice.com,,,,,,,3/24/14 14:18,,
granitebay.com,,,California,,,,6/6/13 18:08,,
graniteshoals.org,,,Texas,,,,6/6/13 18:08,,
grantalabama.com,,Local Government,Alabama,rejected term,"Unofficial site for the Town of Grant, AL -- Note added 7/15/13 15:48",,6/6/13 18:08,,
granvillend.com,,Local Government,,,,,11/10/15 17:50,,
gratonrancheria.com,,Native Sovereign Nation,,,,,6/6/13 18:08,,
greeleycountygovernment.org,,County Government,,Deprecated,Former county website. See historical snapshot at: http://web.archive.org/web/20100418150931/http://www.greeleycountygovernment.org/  -- Note added 7/17/14 17:17,,7/17/14 17:16,,
greenbrae.org,,,California,,,,6/6/13 18:08,,
greenecountymo.org,,County Government,Missouri,,,,6/6/13 18:08,,
greenfield.govoffice.com,,,,,,,11/19/13 13:05,,
greensboro.govoffice.com,,,,,,,3/24/14 14:30,,
greensboromd.com,,Local Government,Maryland,Deprecated,Former town website. See historical snapshot at http://web.archive.org/web/20110429185251/http://greensboromd.com/  -- Note added 7/23/14 14:17,,12/6/13 13:04,,
greenville.ms.us,,Local Government,Mississippi,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20120829033047/http://www.greenville.ms.us/  -- Note added 12/4/13 20:13,,6/6/13 18:08,,
greenvillerancheria.com,,Native Sovereign Nation,,,,,6/6/13 18:08,,
gridley.ca.us,,,California,,,,6/6/13 18:08,,
grover.org,,,California,,,,6/6/13 18:08,,
gtbindians.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
gtwp.com,,Local Government,Michigan,rejected term,"Georgetown Charter Township, MI -- Note added 11/19/13 13:04",,6/6/13 18:08,,
guamattorneygeneral.com,,,,rejected term,"Per dislaimer on site, 'This is not the official website of the Guam Attorney General nor is this website in any way associated with the Guam Attorney General.' -- Note added 6/7/13 17:43",,6/6/13 18:08,,
guamgovernor.net,,,,rejected term,This site contains adult content. It is not the official site of the Guam governor. -- Note added 6/7/13 17:45,,6/6/13 18:08,,
guamopa.com,,,,,,,6/7/13 17:52,,
guampay.com,,,,rejected term,Domain doen't resolve - website to make payments to the government of Guam is at pay.guam.gov -- Note added 6/7/13 17:54,,6/6/13 18:08,,
guampedia.com,,,Guam,rejected term,"Guampedia, Guam's Online Encyclopedia, is a community project to create a comprehensive online encyclopedic resource about the history, culture and contemporary issues of Guam. Guampedia Foundation, Inc. is an independent non-profit organization.  -- Note added 6/7/13 17:55",,6/6/13 18:08,,
guampowerauthority.com,,,,,,,6/7/13 17:48,,
guamsupremecourt.com,,,Guam,,,,6/6/13 18:08,,
guilfordvt.org,,,,,,,11/10/15 20:20,,
gulkanacouncil.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
gunbarrelcity.net,,Local Government,Texas,,,,6/6/13 18:08,,
guntownms.com,,Local Government,Mississippi,rejected term,"Guntown, MS -- Note added 7/23/14 17:28",,6/6/13 18:08,,
haines.ak.us,,,Alaska,rejected term,"Haines Convention and Visitors Bureau. Official website for Haines Borough, AK, is at hainesalaska.gov -- Note added 6/7/13 13:23",,6/6/13 18:08,,
hainesborough.us,,,Alaska,rejected term,"Official website for Haines Borough, AK, is www.hainesalaska.gov -- Note added 6/7/13 13:24",,6/6/13 18:08,,
hainesville.org,,Local Government,Illinois,,,,6/6/13 18:08,,
half-moon-bay.ca.us,,,California,,,,6/6/13 18:08,,
hallsville.missouri.org,,Local Government,Missouri,Deprecated,Former city website. See historical snapshot at: http://web.archive.org/web/20110727090307/http://hallsville.missouri.org/  -- Note added 12/5/13 20:59,,12/5/13 20:59,,
haltomcitytx.com,,Local Government,Texas,,,,6/6/13 18:08,,
hamiltonban.org,,,,,,,8/2/13 14:37,,
hampdenmaine.com,,Local Government,Maine,rejected term,"Town of Hampden, ME -- Note added 11/19/13 13:06",,6/6/13 18:08,,
hampdennd.com,,,North Dakota,rejected term,"Hampden, ND -- Note added 8/2/13 14:41",,6/6/13 18:08,,
hancock.govoffice.com,,,,,,,3/24/14 14:35,,
hancockmn.org,,Local Government,Minnesota,Deprecated,http://hancockmn.org/ redirects to https://sites.google.com/site/cityofhancock/ -- Note added 6/10/15 13:52,,6/10/15 13:51,,
hancockny.org,,,New York,,,,6/6/13 18:08,,
hanksville.org,,Native Sovereign Nation,,,,,6/6/13 18:08,,
hannahville.net,,Native Sovereign Nation,,,,,6/6/13 18:08,,
hardinmt.homestead.com,,,Montana,,,,7/31/13 16:32,,
harringtonbiz.com,,,Washington,rejected term,Harrington (Washington) Chamber of Commerce -- Note added 4/7/14 17:50,,6/6/13 18:08,,
hartfordny.com,,,New York,,,,6/6/13 18:08,,
hartlandme.uuuq.com,,Local Government,Maine,Deprecated,Former town website. See historical snapshot at: http://web.archive.org/web/20090614013339/http://hartlandme.uuuq.com/  -- Note added 12/5/13 18:34,,12/5/13 18:32,,
hartselle.com,,Local Government,Alabama,rejected term,"Campaign website for Morgan County (AL) Commissioner, District 3. Official city website is http://www.hartselle.org/ -- Note added 7/15/13 15:52",,6/6/13 18:08,,
hartsvillesc.com,,Local Government,South Carolina,rejected term,"City of Hartsville, SC -- Note added 11/10/15 16:54",,6/6/13 18:08,,
hatborogov.com,,,,Deprecated,Former borough website. See historical snapshot at: http://web.archive.org/web/20120716220116/http://www.hatborogov.com/  -- Note added 12/4/13 19:49,,12/4/13 19:46,,
havasupaitribe.com,,,Native Sovereign Nation,Redirected,Redirects to http://www.havasupaifalls.net/index.html  -- Note added 11/19/13 18:46,,11/19/13 18:46,,
hawaii-county.com,,County Government,Hawaii,rejected term,"Hawaii County, HI - website is hawaiicounty.gov -- Note added 6/12/13 13:18",,6/6/13 18:08,,
hawaiianhistory.org,,,Hawaii,rejected term,Hawaiian Historical Society -- Note added 6/12/13 13:18,,6/6/13 18:08,,
hayden.govoffice.com,,,,,,,7/8/13 15:43,,
hcdistrictclerk.com,,,Texas,,,,6/6/13 18:08,,
hcnv.us,,,Nevada,,,,6/6/13 18:08,,
hendersontx.us,,,Texas,,,,6/6/13 18:08,,
hermannmo.com,,,Missouri,,,,6/6/13 18:08,,
hermosabch.org,,,California,,,,6/6/13 18:08,,
heuveltonny.us,,,,,,,11/10/15 16:51,,
hgcd.org,,,Texas,,,,6/6/13 18:08,,
hgcity.org,,Local Government,California,,,,6/6/13 18:08,,
hi-mauicounty.civicplus.com,,County Government,Hawaii,,,http://hi-mauicounty.civicplus.com/,6/6/13 18:08,,
hickorygov.com,,Local Government,North Carolina,rejected term,"City of Hickory, NC -- Note added 12/6/13 13:22",,6/6/13 18:08,,
hiddenhillscity.org,,Local Government,California,,,,6/6/13 18:08,,
highlandvillage.org,,Local Government,Texas,,,,6/6/13 18:08,,
highlandville.net,,Local Government,Missouri,,,,6/6/13 18:08,,
hillsborotx.org,,,Texas,,,,6/6/13 18:08,,
hillsborough.net,,,California,,,,6/6/13 18:08,,
hilshirevillagetexas.com,,Local Government,Texas,,,,6/6/13 18:08,,
historycolorado.org,,,Colorado,rejected term,Colorado Historical Society -- Note added 7/31/13 17:16,,7/31/13 17:15,,
historyillinois.org,,State Government,Illionois,rejected term,Illinois State Historical Society -- Note added 7/2/14 18:32,http://historyillinois.org/,6/6/13 18:08,,
ho-chunknation.com,,Native Sovereign Nation,,,,,6/6/13 18:08,,
holdenmo.org,,,Missouri,,,,6/6/13 18:08,,
holdrege.org,,County Government,Nebraska,rejected term,Phelps County (NE) Development Corporation -- Note added 12/6/13 19:25,,6/6/13 18:08,,
holtssummit.org,,,Missouri,,,,6/6/13 18:08,,
home.mchsi.com/~franklin,,Local Government,Minnesota,Deprecated,"Former website for City of Franklin, MN. See historical snapshot:  https://web.archive.org/web/20131030211422/http://home.mchsi.com/~franklin/ -- Note added 6/10/15 13:56",,6/6/13 18:08,,
homermich.org,,,Michigan,,,,11/10/15 16:50,,
honakerva.com,,,Virginia,,,,6/6/13 18:08,,
honeywell.com/sites/aero-kcp,,Federal Government,,,,,4/18/17 20:56,,
hopkinscountytx.org,,County Government,Texas,,,,6/6/13 18:08,,
hoplandtribe.com,,Native Sovereign Nation,,,,,6/6/13 18:08,,
houstoncounty.govoffice2.com,,County Government,,,,,3/24/14 14:47,,
houstonmo.org,,,Missouri,,,,6/6/13 18:08,,
howardtownship.net,,Local Government,,Deprecated,Former township website. See historical snapshot at: http://web.archive.org/web/20130612041200/http://howardtownship.net/  -- Note added 3/24/14 14:55,,3/24/14 14:54,,
hpboro.net,,,New Jersey,rejected term,Redirects to http://harringtonparknj.gov/  -- Note added 11/19/13 13:07,,6/6/13 18:08,,
hptx.org,,,Texas,,,,6/6/13 18:08,,
hpwd.com,,,Texas,,,,6/6/13 18:08,,
hsp.org,,,Pennsylvania,rejected term,Historical Society of Pennsylvania -- Note added 11/10/15 20:02,,6/6/13 18:08,,
hueytown.com,,Local Government,Alabama,,"An unofficial website. The official City of Hueytown, AL, website is http://hueytownal.org/ -- Note added 7/17/13 18:36",,7/15/13 16:00,,
hueytown.org,,Local Government,Alabama,rejected term,"Unofficial site - Official City of Hueytown, AL, website is http://hueytownal.org/ -- Note added 7/15/13 16:01",,6/6/13 18:08,,
hughson.org,,,California,,,,6/6/13 18:08,,
hume.bravehost.com,,Local Government,Missouri,rejected term,"City of Hume, MO -- Note added 1/22/14 19:25",,6/6/13 18:08,,
huntcounty.net,,County Government,Texas,,,,6/6/13 18:08,,
huntingtonbay.org,,,New York,,,,6/6/13 18:08,,
huntingtonpark.org,,,California,,,,6/6/13 18:08,,
huntleigh.org,,,Missouri,,,,6/6/13 18:08,,
huntsdalemo.com,,Local Government,Missouri,rejected term,"Town of Huntsdale, MO -- Note added 11/19/13 13:08",,6/6/13 18:08,,
hwic.org,,,,,,,6/17/13 15:42,,
hyrumcity.com,,Local Government,,,,,8/2/13 14:42,,
I-85yadkinriver.com,,,,rejected term,Website no longer resolves. -- Note added 9/22/15 19:53,,6/6/13 18:08,,
idsaves.s.upromise.com,,,,Redirected,Redirects to https://www.idsaves.org/  -- Note added 11/20/13 19:33,,7/8/13 19:00,,
immunizenc.org,,,,rejected term,http://www.immunizenc.org redirects to http://www.immunize.nc.gov  -- Note added 11/19/13 13:10,,6/6/13 18:08,,
in-ms.org,,,,rejected term,Inverness (MS) Chamber of Commerce -- Note added 7/22/13 19:55,,6/6/13 18:08,,
indian-lake.com,,,,rejected term,Indian Lake Chamber of Commerce -- Note added 7/23/13 13:40,,6/6/13 18:09,,
inletny.com,,,,rejected term,"Inlet, NY -- Note added 8/2/13 15:27",,8/2/13 15:27,,
interiorlightingcampaign.org,,Federal Government,,,,,4/18/17 21:04,,
introsite.com/grove,,Local Government,,Deprecated,Message on homepage points users to new site at http://www.townofgrove.com -- Note added 11/21/13 14:43,,11/21/13 14:42,,
iowalifechanging.com,,State Government,Iowa,Deprecated,Redirects to http://iowaeconomicdevelopment.com/  nSee historical snapshot at http://web.archive.org/web/20130129230812/http://www.iowalifechanging.com/  nSee a news article related to the change at http://qctimes.com/news/state-and-regional/iowa/iowa-drops-life-changing-marketing-theme/article_d21675fe-1d6b-11e1-b1f2-001871e3ce6c.html  -- Note added 11/21/13 15:09,,6/6/13 18:08,,
ipmcenters.org,,Federal Government,,,,,5/3/17 12:28,,
irrrb.org,,,,rejected term,Iron Range Resources and Rehabilitation Board -- Note added 7/26/13 17:49,,6/6/13 18:08,,
iwvcfc.org,,Federal Government,,rejected term,Indian Wells Valley Combined Federal Campaign (CFC) -- Note added 11/21/13 20:55,,6/6/13 18:08,,
jackcounty.org,,County Government,Texas,,,,6/6/13 18:08,,
jacksoncountyok.com,,County Government,,,,,8/2/13 14:43,,
jacksonmo.org,,,Missouri,,,,6/6/13 18:08,,
jacksonvillage.net,,Local Government,,,,,11/10/15 16:45,,
jacksonville-texas.com,,Local Government,Texas,,,,6/6/13 18:08,,
jamesislandsc.org,,Local Government,South Carolina,Deprecated,Former town website. See historical snapshot at: http://web.archive.org/web/20110722135148/http://www.jamesislandsc.org/temp.  -- Note added 8/18/14 13:31,,8/18/14 13:30,,
